work_id,Hon'ble Members of Parliament,State,action_type,assigned_to,priority_score,data_confidence,fraud_reason,queue_type
WS/MP524/2024-2025/151573,Midhun Reddy,Andhra Pradesh,Investigate,Auditor,73.7,67,99% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18247/2024-2025/145080,ARUP CHAKRABORTY,West Bengal,Investigate,Auditor,73.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18152/2024-2025/137638,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133696,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133699,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/137639,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/137634,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/137632,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/137636,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133702,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133701,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133703,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP526/2024-2025/147535,Y S Avinash Reddy,Andhra Pradesh,Investigate,Auditor,73.4,67,97% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP453/2024-2025/153974,Saptagiri Sankar Ulaka,Odisha,Investigate,Auditor,73.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18049/2025-2026/152171,TOKHAN SAHU,Chhattisgarh,Investigate,Auditor,73.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18152/2024-2025/137622,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,73.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18323/2025-2026/146716,DR KALGE SHIVAJI BANDAPPA,Maharashtra,Investigate,Auditor,73.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18176/2024-2025/139719,SACHITHANANTHAM R,Tamil Nadu,Investigate,Auditor,73.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18019/2024-2025/137591,AMARSING TISSO,Assam,Inspect,District Authority,73.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP351/2025-2026/141865,Shri Kumbakudi Sudhakaran,Kerala,Investigate,Auditor,73.2,67,99% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP485/2024-2025/154001,Pratima Mondal,West Bengal,Investigate,Auditor,73.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18209/2025-2026/145439,CHANDAN CHAUHAN,Uttar Pradesh,Investigate,Auditor,73.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP351/2025-2026/141857,Shri Kumbakudi Sudhakaran,Kerala,Investigate,Auditor,73.0,67,98% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP691/2024-2025/140096,Smt Raksha Nikhil Khadse,Maharashtra,Review Estimate,District Authority,73.0,67,"Cost is unusually higher than comparable works (category-only baseline, z=3.6); No payment record yet — vendor pattern unverified",reactive
WS/MP18152/2024-2025/141888,SARABJEET SINGH KHALSA,Punjab,Review Estimate,District Authority,72.8,67,"Cost is unusually higher than comparable works (state+category baseline, z=3.6)",reactive
WS/MP394/2025-2026/136038,Shri vijayakumar Vasanth,Tamil Nadu,Investigate,Auditor,72.6,67,96% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP386/2024-2025/145033,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,72.6,67,"Cost is unusually higher than comparable works (state+category baseline, z=2.8); Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified",reactive
WS/MP498/2024-2025/154845,Dr Sukanta Majumdar,West Bengal,Investigate,Auditor,72.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP498/2024-2025/154356,Dr Sukanta Majumdar,West Bengal,Investigate,Auditor,72.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP478/2025-2026/154205,Mala Rajya Laxmi Shah,Uttarakhand,Investigate,Auditor,72.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18335/2024-2025/152926,RADHE SHYAM RATHIYA,Chhattisgarh,Inspect,District Authority,72.1,67,"Cost is unusually higher than comparable works (state+category baseline, z=2.8); Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified",reactive
WS/MP453/2025-2026/153905,Saptagiri Sankar Ulaka,Odisha,Investigate,Auditor,72.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP743/2025-2026/142801,Ganesan Selvam,Tamil Nadu,Investigate,Auditor,72.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP799/2024-2025/154648,Pankaj Chowdhary,Uttar Pradesh,Inspect,District Authority,72.1,67,"Cost is unusually higher than comparable works (state+category baseline, z=2.8); Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified",reactive
WS/MP18024/2025-2026/154705,GAURAV GOGOI,Assam,Investigate,Auditor,72.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18023/2024-2025/140675,BIJULI KALITA MEDHI,Assam,Inspect,District Authority,72.1,67,"Cost is unusually higher than comparable works (state+category baseline, z=2.8); Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified",reactive
WS/MP18032/2024-2025/134038,SUDHAKAR SINGH,Bihar,Inspect,District Authority,72.1,67,"Cost is unusually higher than comparable works (state+category baseline, z=2.8); Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified",reactive
WS/MP313/2024-2025/138570,Shri Tapir Gao,Arunachal Pradesh,Inspect,District Authority,72.0,67,"Cost is unusually higher than comparable works (state+category baseline, z=2.7); Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified",reactive
WS/MP478/2025-2026/154248,Mala Rajya Laxmi Shah,Uttarakhand,Investigate,Auditor,72.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18263/2025-2026/151980,KOTA SRINIVAS POOJARY,Karnataka,Investigate,Auditor,71.9,67,97% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18062/2025-2026/154017,JAI PARKASH,Haryana,Investigate,Auditor,71.8,67,93% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18104/2025-2026/154229,DARSHAN SINGH CHOUDHARY,Madhya Pradesh,Investigate,Auditor,71.7,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18193/2025-2026/150343,EATALA RAJENDER,Telangana,Investigate,Auditor,71.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18173/2024-2025/137922,THARANIVENTHAN M S,Tamil Nadu,Investigate,Auditor,71.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18181/2025-2026/151263,ESWARASAMY K,Tamil Nadu,Investigate,Auditor,71.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP453/2024-2025/152808,Saptagiri Sankar Ulaka,Odisha,Investigate,Auditor,71.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP313/2024-2025/140978,Shri Tapir Gao,Arunachal Pradesh,Inspect,District Authority,71.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18181/2025-2026/151264,ESWARASAMY K,Tamil Nadu,Investigate,Auditor,71.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP710/2024-2025/152568,Vaithilingam Ve,Puducherry,Inspect,District Authority,71.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18201/2024-2025/141045,NEERAJ MAURYA,Uttar Pradesh,Review Estimate,District Authority,71.2,67,"Cost is unusually higher than comparable works (state+category baseline, z=31.2); No payment record yet — vendor pattern unverified",reactive
WS/MP524/2024-2025/147047,Midhun Reddy,Andhra Pradesh,Investigate,Auditor,71.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP761/2024-2025/149007,Arvind Dharmapuri,Telangana,Inspect,District Authority,71.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/153026,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,71.1,67,"Cost is unusually higher than comparable works (state+category baseline, z=2.6); Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified",reactive
WS/MP243/2025-2026/141110,Kakoli Ghosh Dastidar,West Bengal,Review Estimate,District Authority,71.1,67,"Cost is unusually higher than comparable works (state+category baseline, z=3.4)",reactive
WS/MP485/2025-2026/155317,Pratima Mondal,West Bengal,Investigate,Auditor,71.0,67,95% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP826/2024-2025/135812,Raju Bista,West Bengal,Investigate,Auditor,71.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP485/2024-2025/153991,Pratima Mondal,West Bengal,Investigate,Auditor,71.0,67,97% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18327/2025-2026/137670,PRANITI SUSHILKUMAR SHINDE,Maharashtra,Investigate,Auditor,71.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18248/2024-2025/151513,DR. SHARMILA SARKAR,West Bengal,Investigate,Auditor,71.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP620/2024-2025/133309,Pralhad Venkatesh Joshi,Karnataka,Investigate,Auditor,71.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18338/2024-2025/152461,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152394,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152467,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152395,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152457,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152398,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152466,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/152551,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP013/2024-2025/151026,Indra Hang Subba,Sikkim,Inspect,District Authority,70.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP013/2024-2025/136719,Indra Hang Subba,Sikkim,Inspect,District Authority,70.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18049/2025-2026/152174,TOKHAN SAHU,Chhattisgarh,Investigate,Auditor,70.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP761/2024-2025/155283,Arvind Dharmapuri,Telangana,Inspect,District Authority,70.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18024/2025-2026/154710,GAURAV GOGOI,Assam,Investigate,Auditor,70.6,67,99% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP492/2024-2025/134984,Shri Arun Kumar Sagar,Uttar Pradesh,Review Estimate,District Authority,70.6,67,"Cost is unusually higher than comparable works (state+category baseline, z=28.5); No payment record yet — vendor pattern unverified",reactive
WS/MP353/2024-2025/143936,Adv Dean Kuriakose,Kerala,Investigate,Auditor,70.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP479/2024-2025/138671,Saumitra khan,West Bengal,Investigate,Auditor,70.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP443/2024-2025/138721,Rodmal Nagar,Madhya Pradesh,Review Estimate,District Authority,70.5,67,"Cost is unusually higher than comparable works (state+category baseline, z=10.9); No payment record yet — vendor pattern unverified",reactive
WS/MP453/2024-2025/154133,Saptagiri Sankar Ulaka,Odisha,Investigate,Auditor,70.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18019/2024-2025/146092,AMARSING TISSO,Assam,Inspect,District Authority,70.4,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP740/2026-2027/140334,Andimuthu Raja,Tamil Nadu,Investigate,Auditor,70.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18112/2024-2025/136522,BALWANT BASWANT WANKHADE,Maharashtra,Inspect,District Authority,70.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP243/2025-2026/141109,Kakoli Ghosh Dastidar,West Bengal,Review Estimate,District Authority,70.2,67,"Cost is unusually higher than comparable works (state+category baseline, z=13.1); No payment record yet — vendor pattern unverified",reactive
WS/MP799/2024-2025/154649,Pankaj Chowdhary,Uttar Pradesh,Inspect,District Authority,70.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18217/2024-2025/136140,AKSHAYA YADAV,Uttar Pradesh,Review Estimate,District Authority,70.1,67,"Cost is unusually higher than comparable works (state+category baseline, z=11.8); No payment record yet — vendor pattern unverified",reactive
WS/MP18109/2024-2025/150125,DR. RAJESH MISHRA,Madhya Pradesh,Inspect,District Authority,70.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18272/2025-2026/153287,KALIPADA SAREN,West Bengal,Investigate,Auditor,70.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18227/2024-2025/148293,DAROGA PRASAD SAROJ,Uttar Pradesh,Investigate,Auditor,70.1,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18265/2025-2026/155174,M.K. VISHNUPRASAD,Tamil Nadu,Investigate,Auditor,70.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18175/2024-2025/149209,MANI. A.,Tamil Nadu,Investigate,Auditor,69.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18175/2024-2025/149219,MANI. A.,Tamil Nadu,Investigate,Auditor,69.9,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP858/2024-2025/139546,Asit Kumar Mal,West Bengal,Review Estimate,District Authority,69.9,67,"Cost is unusually higher than comparable works (state+category baseline, z=10.3); No payment record yet — vendor pattern unverified",reactive
WS/MP600/2024-2025/148172,Jitendra Singh,Jammu And Kashmir,Investigate,Auditor,69.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP453/2024-2025/154002,Saptagiri Sankar Ulaka,Odisha,Investigate,Auditor,69.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18024/2025-2026/153997,GAURAV GOGOI,Assam,Investigate,Auditor,69.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP743/2024-2025/142090,Ganesan Selvam,Tamil Nadu,Investigate,Auditor,69.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP740/2025-2026/140338,Andimuthu Raja,Tamil Nadu,Investigate,Auditor,69.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18152/2024-2025/141225,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,69.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18353/2024-2025/138633,RACHNA BANERJEE,West Bengal,Investigate,Auditor,69.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18065/2025-2026/135808,DEEPENDER SINGH HOODA,Haryana,Investigate,Auditor,69.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP405/2024-2025/140143,Balashowry Vallabbhaneni,Andhra Pradesh,Investigate,Auditor,69.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18144/2024-2025/141594,MALVIKA DEVI,Odisha,Inspect,District Authority,69.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18312/2025-2026/154883,DURAI VAIKO,Tamil Nadu,Investigate,Auditor,69.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18023/2024-2025/140680,BIJULI KALITA MEDHI,Assam,Inspect,District Authority,69.5,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18181/2026-2027/151265,ESWARASAMY K,Tamil Nadu,Investigate,Auditor,69.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP370/2024-2025/145539,Shri Jual Oram,Odisha,Investigate,Auditor,69.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18009/2024-2025/152617,B K PARTHASARATHI,Andhra Pradesh,Investigate,Auditor,69.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18112/2025-2026/144100,BALWANT BASWANT WANKHADE,Maharashtra,Investigate,Auditor,69.3,67,99% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP508/2024-2025/137468,CN Annadurai,Tamil Nadu,Inspect,District Authority,69.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18210/2024-2025/154376,VIRENDRA SINGH,Uttar Pradesh,Review Estimate,District Authority,69.3,67,"Cost is unusually higher than comparable works (state+category baseline, z=9.8); No payment record yet — vendor pattern unverified",reactive
WS/MP526/2025-2026/146057,Y S Avinash Reddy,Andhra Pradesh,Investigate,Auditor,69.2,67,91% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18353/2024-2025/143552,RACHNA BANERJEE,West Bengal,Investigate,Auditor,69.2,67,91% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18338/2024-2025/148628,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,69.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP017/2024-2025/143500,S. Jagathrakshakan,Tamil Nadu,Inspect,District Authority,69.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18391/2024-2025/140306,S SUPONGMEREN JAMIR,Nagaland,Inspect,District Authority,69.2,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP799/2024-2025/154638,Pankaj Chowdhary,Uttar Pradesh,Inspect,District Authority,69.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18252/2024-2025/151041,ADHIKARI SOUMENDU,West Bengal,Inspect,District Authority,69.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18252/2024-2025/151039,ADHIKARI SOUMENDU,West Bengal,Inspect,District Authority,69.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18252/2024-2025/151040,ADHIKARI SOUMENDU,West Bengal,Inspect,District Authority,69.1,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18277/2024-2025/154141,AZAD KIRTI JHA,West Bengal,Investigate,Auditor,69.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP643/2026-2027/146359,Gyaneshwar Patil,Madhya Pradesh,Investigate,Auditor,69.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP727/2024-2025/153496,Om Birla,Rajasthan,Investigate,Auditor,69.0,67,99% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18024/2025-2026/153996,GAURAV GOGOI,Assam,Investigate,Auditor,69.0,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP386/2024-2025/142492,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,68.9,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/143742,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148106,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP799/2024-2025/154646,Pankaj Chowdhary,Uttar Pradesh,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148104,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148809,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133700,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP758/2025-2026/149076,Smt S Jothimani,Tamil Nadu,Investigate,Auditor,68.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18138/2024-2025/148792,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP356/2025-2026/140605,Shri Sudheer Gupta,Madhya Pradesh,Investigate,Auditor,68.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18277/2025-2026/154146,AZAD KIRTI JHA,West Bengal,Investigate,Auditor,68.8,67,98% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18138/2024-2025/148108,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18138/2024-2025/148105,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18064/2025-2026/150859,NAVEEN JINDAL,Haryana,Investigate,Auditor,68.8,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18138/2024-2025/148109,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.8,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18323/2025-2026/146867,DR KALGE SHIVAJI BANDAPPA,Maharashtra,Investigate,Auditor,68.7,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP826/2024-2025/135564,Raju Bista,West Bengal,Investigate,Auditor,68.6,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18006/2024-2025/141549,DAGGUMALLA PRASADA RAO,Andhra Pradesh,Investigate,Auditor,68.6,67,96% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP823/2024-2025/139556,Ms Mahua Moitra,West Bengal,Investigate,Auditor,68.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP823/2025-2026/152968,Ms Mahua Moitra,West Bengal,Investigate,Auditor,68.5,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18353/2025-2026/138637,RACHNA BANERJEE,West Bengal,Investigate,Auditor,68.4,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18265/2025-2026/152008,M.K. VISHNUPRASAD,Tamil Nadu,Investigate,Auditor,68.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18133/2025-2026/148566,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,Investigate,Auditor,68.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18133/2025-2026/148457,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,Investigate,Auditor,68.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18323/2026-2027/144117,DR KALGE SHIVAJI BANDAPPA,Maharashtra,Investigate,Auditor,68.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18323/2026-2027/144111,DR KALGE SHIVAJI BANDAPPA,Maharashtra,Investigate,Auditor,68.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP18138/2024-2025/148126,RICHARD VANLALHMANGAIHA,Mizoram,Inspect,District Authority,68.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP681/2024-2025/143809,Sanjay Haribhau Jadhav,Maharashtra,Investigate,Auditor,68.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
WS/MP727/2024-2025/140495,Om Birla,Rajasthan,Investigate,Auditor,68.2,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),reactive
